rxn	rxn_kegg	ec_code	direction	substrates_name	substrates_kegg	products_name	products_kegg	genes	uniprot	catalytic_enzyme	warning_ec	warning_enz	kcat	matching_score	kcat_substrate	kcat_organism	kcat_enzyme	kcat_temperature	kcat_ph	kcat_variant	kcat_db	kcat_id_percent	kcat_organism_score	processed
ALCD2x	R00754	1.1.1.71	forward	Ethanol;Nicotinamide adenine dinucleotide	C00469;C00003	Acetaldehyde;H+;Nicotinamide adenine dinucleotide - reduced	C00084;C00080;C00004	b1241	P0A9Q7	P0A9Q7			35.1	8	ethanol	Saccharomyces cerevisiae					brenda		0.0	True
ALCD2x	R00754	1.1.1.71	reverse	Acetaldehyde;H+;Nicotinamide adenine dinucleotide - reduced	C00084;C00080;C00004	Ethanol;Nicotinamide adenine dinucleotide	C00469;C00003	b1241	P0A9Q7	P0A9Q7			240.0	7	acetaldehyde	Acetivibrio thermocellus	A0A0H3W5U9	55.0	7.0	wildtype	brenda	49.49152542372882	0.0	True
ALCD2x	R00754	1.1.1.1	forward	Ethanol;Nicotinamide adenine dinucleotide	C00469;C00003	Acetaldehyde;H+;Nicotinamide adenine dinucleotide - reduced	C00084;C00080;C00004	b0356	P25437	P25437			0.14	5	Ethanol;NAD+	Homo sapiens	P00325	25.0	7.5	wildtype	sabio_rk	37.77777777777778	0.0	True
ALCD2x	R00754	1.1.1.1	reverse	Acetaldehyde;H+;Nicotinamide adenine dinucleotide - reduced	C00084;C00080;C00004	Ethanol;Nicotinamide adenine dinucleotide	C00469;C00003	b0356	P25437	P25437			0.13	5	5beta-Androstane-17beta-ol-3-one;H+;NADH	Homo sapiens	P00326	37.0	7.3	wildtype	sabio_rk	37.269372693726936	0.0	True
ALCD2x	R00754	1.1.1.1	forward	Ethanol;Nicotinamide adenine dinucleotide	C00469;C00003	Acetaldehyde;H+;Nicotinamide adenine dinucleotide - reduced	C00084;C00080;C00004	b1478	P39451	P39451			0.0492121806928701	5	ethanol	Geobacillus stearothermophilus	P42328	32.5	8.0	wildtype	brenda	42.10526315789474	0.0	True
ALCD2x	R00754	1.1.1.1	reverse	Acetaldehyde;H+;Nicotinamide adenine dinucleotide - reduced	C00084;C00080;C00004	Ethanol;Nicotinamide adenine dinucleotide	C00469;C00003	b1478	P39451	P39451			0.13	5	5beta-Androstane-17beta-ol-3-one;H+;NADH	Homo sapiens	P00326	37.0	7.3	wildtype	sabio_rk	27.87769784172662	0.0	True
ALCD2x	R00754	1.1.1.1	forward	Ethanol;Nicotinamide adenine dinucleotide	C00469;C00003	Acetaldehyde;H+;Nicotinamide adenine dinucleotide - reduced	C00084;C00080;C00004	b1241	P0A9Q7	P0A9Q7			1.1	5	Ethanol;NAD+	Macaca mulatta	P28469	30.0	7.3	wildtype	sabio_rk	20.0	0.0	True
ALCD2x	R00754	1.1.1.1	reverse	Acetaldehyde;H+;Nicotinamide adenine dinucleotide - reduced	C00084;C00080;C00004	Ethanol;Nicotinamide adenine dinucleotide	C00469;C00003	b1241	P0A9Q7	P0A9Q7			74.0	5	NADH;Acetaldehyde;H+	Macaca mulatta	P28469	30.0	7.3	wildtype	sabio_rk	20.0	0.0	True
ACKr	R00315	2.7.2.15	forward	Acetate;ATP C10H12N5O13P3	C00033;C00002	Acetyl phosphate;ADP C10H12N5O10P2	C00227;C00008	b3115	P11868	P11868			120.0	6	acetate	Salmonella enterica subsp. enterica serovar Typhimurium	O06961	25.0	7.5		brenda	71.7948717948718	0.0	True
ACKr	R00315	2.7.2.15	reverse	Acetyl phosphate;ADP C10H12N5O10P2	C00227;C00008	Acetate;ATP C10H12N5O13P3	C00033;C00002	b3115	P11868	P11868			120.0	10	acetate	Salmonella enterica subsp. enterica serovar Typhimurium	O06961	25.0	7.5		brenda	71.7948717948718	0.0	True
ACKr	R00315	2.7.2.15	forward	Acetate;ATP C10H12N5O13P3	C00033;C00002	Acetyl phosphate;ADP C10H12N5O10P2	C00227;C00008	b2296	P0A6A3	P0A6A3			120.0	6	acetate	Salmonella enterica subsp. enterica serovar Typhimurium	O06961	25.0	7.5		brenda	36.62691652470187	0.0	True
ACKr	R00315	2.7.2.15	reverse	Acetyl phosphate;ADP C10H12N5O10P2	C00227;C00008	Acetate;ATP C10H12N5O13P3	C00033;C00002	b2296	P0A6A3	P0A6A3			120.0	10	acetate	Salmonella enterica subsp. enterica serovar Typhimurium	O06961	25.0	7.5		brenda	36.62691652470187	0.0	True
ACKr	R00315	2.7.2.15	forward	Acetate;ATP C10H12N5O13P3	C00033;C00002	Acetyl phosphate;ADP C10H12N5O10P2	C00227;C00008	b1849	P33221	P33221			120.0	6	acetate	Salmonella enterica subsp. enterica serovar Typhimurium	O06961	25.0	7.5		brenda	23.29192546583851	0.0	True
ACKr	R00315	2.7.2.15	reverse	Acetyl phosphate;ADP C10H12N5O10P2	C00227;C00008	Acetate;ATP C10H12N5O13P3	C00033;C00002	b1849	P33221	P33221			120.0	10	acetate	Salmonella enterica subsp. enterica serovar Typhimurium	O06961	25.0	7.5		brenda	23.29192546583851	0.0	True
ACKr	R00315	2.7.2.1	forward	Acetate;ATP C10H12N5O13P3	C00033;C00002	Acetyl phosphate;ADP C10H12N5O10P2	C00227;C00008	b3115	P11868	P11868			1278.0	5	Acetate;ATP	Methanosarcina thermophila	P38502	37.0	7.4	wildtype	sabio_rk	33.663366336633665	0.0	True
ACKr	R00315	2.7.2.1	reverse	Acetyl phosphate;ADP C10H12N5O10P2	C00227;C00008	Acetate;ATP C10H12N5O13P3	C00033;C00002	b3115	P11868	P11868			2100.0	6	acetyl phosphate	Shewanella sp.	E3W769	25.0	7.5		brenda	37.735849056603776	0.0	True
ACKr	R00315	2.7.2.1	forward	Acetate;ATP C10H12N5O13P3	C00033;C00002	Acetyl phosphate;ADP C10H12N5O10P2	C00227;C00008	b2296	P0A6A3	P0A6A3			3062.9020746392557	1	acetate	Escherichia coli	P0A6A3	32.5	7.5		brenda	100.0	0.0	True
ACKr	R00315	2.7.2.1	reverse	Acetyl phosphate;ADP C10H12N5O10P2	C00227;C00008	Acetate;ATP C10H12N5O13P3	C00033;C00002	b2296	P0A6A3	P0A6A3			3600.0	1	acetyl phosphate	Escherichia coli	P0A6A3	25.0	7.5		brenda	100.0	0.0	True
ACKr	R00315	2.7.2.1	forward	Acetate;ATP C10H12N5O13P3	C00033;C00002	Acetyl phosphate;ADP C10H12N5O10P2	C00227;C00008	b1849	P33221	P33221			1278.0	5	Acetate;ATP	Methanosarcina thermophila	P38502	37.0	7.4	wildtype	sabio_rk	22.32415902140673	0.0	True
ACKr	R00315	2.7.2.1	reverse	Acetyl phosphate;ADP C10H12N5O10P2	C00227;C00008	Acetate;ATP C10H12N5O13P3	C00033;C00002	b1849	P33221	P33221			1105.0	6	acetyl phosphate	Lactococcus lactis	A2RNG4	30.0	7.5		brenda	25.119236883942765	0.0	True
PPC	R00345	4.1.1.31	forward	CO2 CO2;H2O H2O;Phosphoenolpyruvate	C00011;C00001;C00074	H+;Oxaloacetate;Phosphate	C00080;C00036;C00009	b3956	P00864	P00864			540.0	2	phosphoenolpyruvate	Escherichia coli	P00864			wildtype	brenda	100.0	0.0	True
ACONTa	R01325	4.2.1.3	forward	Citrate	C00158	Cis-Aconitate;H2O H2O	C00417;C00001	b0118	P36683	P36683			10.2	6	citrate	Homo sapiens	Q99798	25.0	7.4		brenda	23.313343328335833	0.0	True
ACONTa	R01325	4.2.1.3	reverse	Cis-Aconitate;H2O H2O	C00417;C00001	Citrate	C00158	b0118	P36683	P36683			23.8	6	cis-aconitate	Homo sapiens	Q99798	25.0	7.4		brenda	23.313343328335833	0.0	True
ACONTa	R01325	4.2.1.3	forward	Citrate	C00158	Cis-Aconitate;H2O H2O	C00417;C00001	b1276	P25516	P25516			10.2	6	citrate	Homo sapiens	Q99798	25.0	7.4		brenda	26.783004552352047	0.0	True
ACONTa	R01325	4.2.1.3	reverse	Cis-Aconitate;H2O H2O	C00417;C00001	Citrate	C00158	b1276	P25516	P25516			23.8	6	cis-aconitate	Homo sapiens	Q99798	25.0	7.4		brenda	26.783004552352047	0.0	True
ACONTb	R01900	4.2.1.3	forward	Cis-Aconitate;H2O H2O	C00417;C00001	Isocitrate	C00311	b0118	P36683	P36683			23.8	6	cis-aconitate	Homo sapiens	Q99798	25.0	7.4		brenda	23.313343328335833	0.0	True
ACONTb	R01900	4.2.1.3	reverse	Isocitrate	C00311	Cis-Aconitate;H2O H2O	C00417;C00001	b0118	P36683	P36683			14.1	6	isocitrate	Homo sapiens	Q99798	25.0	7.4		brenda	23.313343328335833	0.0	True
ACONTb	R01900	4.2.1.3	forward	Cis-Aconitate;H2O H2O	C00417;C00001	Isocitrate	C00311	b1276	P25516	P25516			23.8	6	cis-aconitate	Homo sapiens	Q99798	25.0	7.4		brenda	26.783004552352047	0.0	True
ACONTb	R01900	4.2.1.3	reverse	Isocitrate	C00311	Cis-Aconitate;H2O H2O	C00417;C00001	b1276	P25516	P25516			14.1	6	isocitrate	Homo sapiens	Q99798	25.0	7.4		brenda	26.783004552352047	0.0	True
ATPM	R00086	3.6.1.5	forward	ATP C10H12N5O13P3;H2O H2O	C00002;C00001	ADP C10H12N5O10P2;H+;Phosphate	C00008;C00080;C00009					no_gpr	0.03766667	6	H2O;ATP	Arabidopsis thaliana	Q9STX5		7.5	wildtype	sabio_rk		0.0	True
ATPM	R00086	3.6.1.8	forward	ATP C10H12N5O13P3;H2O H2O	C00002;C00001	ADP C10H12N5O10P2;H+;Phosphate	C00008;C00080;C00009					no_gpr		16										True
ATPM	R00086	3.6.4.10	forward	ATP C10H12N5O13P3;H2O H2O	C00002;C00001	ADP C10H12N5O10P2;H+;Phosphate	C00008;C00080;C00009					no_gpr	1.166667	5	ATP;H2O	Saccharomyces cerevisiae	P31539	30.0	7.5	wildtype	sabio_rk		0.0	True
ATPM	R00086	3.6.1.3	forward	ATP C10H12N5O13P3;H2O H2O	C00002;C00001	ADP C10H12N5O10P2;H+;Phosphate	C00008;C00080;C00009					no_gpr	20.0	5	H2O;ATP	Saccharomyces cerevisiae	P31539	37.0	7.5	wildtype	sabio_rk		0.0	True
ATPM	R00086	3.6.1.15	forward	ATP C10H12N5O13P3;H2O H2O	C00002;C00001	ADP C10H12N5O10P2;H+;Phosphate	C00008;C00080;C00009					no_gpr	1.6	5	ATP;H2O	Bacteriophage phi-13		25.0	8.0	wildtype	sabio_rk		0.0	True
ATPM	R00086	3.6.3.11	forward	ATP C10H12N5O13P3;H2O H2O	C00002;C00001	ADP C10H12N5O10P2;H+;Phosphate	C00008;C00080;C00009					no_gpr		17										True
ATPM	R00086	3.6.4.11	forward	ATP C10H12N5O13P3;H2O H2O	C00002;C00001	ADP C10H12N5O10P2;H+;Phosphate	C00008;C00080;C00009					no_gpr		17										True
ATPM	R00086	3.6.4.6	forward	ATP C10H12N5O13P3;H2O H2O	C00002;C00001	ADP C10H12N5O10P2;H+;Phosphate	C00008;C00080;C00009					no_gpr	0.85	12	ATP	Saccharomyces cerevisiae					brenda		0.0	True
ATPM	R00086	3.6.4.7	forward	ATP C10H12N5O13P3;H2O H2O	C00002;C00001	ADP C10H12N5O10P2;H+;Phosphate	C00008;C00080;C00009					no_gpr		17										True
PPCK	R00341	4.1.1.49	forward	ATP C10H12N5O13P3;Oxaloacetate	C00002;C00036	ADP C10H12N5O10P2;CO2 CO2;Phosphoenolpyruvate	C00008;C00011;C00074	b3403	P22259	P22259			0.433	0	oxaloacetate	Escherichia coli	P22259	25.0	7.5	wildtype	brenda	100.0	0.0	True
PPS	R00199	2.7.9.2	forward	ATP C10H12N5O13P3;H2O H2O;Pyruvate	C00002;C00001;C00022	AMP C10H12N5O7P;H+;Phosphoenolpyruvate;Phosphate	C00020;C00080;C00074;C00009	b1702	P23538	P23538			0.683	8	pyruvate	Thermoproteus tenax	Q70WQ8	70.0	7.0		brenda	34.17085427135678	0.0	True
ADK1	R00127	2.7.4.3	forward	AMP C10H12N5O7P;ATP C10H12N5O13P3	C00020;C00002	ADP C10H12N5O10P2	C00008	b0474	P69441	P69441			0.07333333	9	AMP;ATP	Bacillus subtilis	P16304	45.0	7.2	wildtype	sabio_rk	39.48220064724919	0.0	True
ADK1	R00127	2.7.4.3	reverse	ADP C10H12N5O10P2	C00008	AMP C10H12N5O7P;ATP C10H12N5O13P3	C00020;C00002	b0474	P69441	P69441			0.07333333	9	AMP;ATP	Bacillus subtilis	P16304	45.0	7.2	wildtype	sabio_rk	39.48220064724919	0.0	True
AKGDH	R08549	1.2.1.52	forward	2-Oxoglutarate;Coenzyme A;Nicotinamide adenine dinucleotide	C00026;C00010;C00003	CO2 CO2;Nicotinamide adenine dinucleotide - reduced;Succinyl-CoA	C00011;C00004;C00091	b0116;b0726;b0727	P0A9P0;P0AFG6;P0AFG3			none		17										True
AKGDH	R08549	2.3.1.61	forward	2-Oxoglutarate;Coenzyme A;Nicotinamide adenine dinucleotide	C00026;C00010;C00003	CO2 CO2;Nicotinamide adenine dinucleotide - reduced;Succinyl-CoA	C00011;C00004;C00091	b0116;b0726;b0727	P0A9P0;P0AFG6;P0AFG3	P0AFG6			186.0	9	DL-dihydrolipoamide	Yarrowia lipolytica	Q6C5L8	30.0	8.0	wildtype	brenda	34.81012658227848	0.0	True
AKGDH	R08549	1.8.1.4	forward	2-Oxoglutarate;Coenzyme A;Nicotinamide adenine dinucleotide	C00026;C00010;C00003	CO2 CO2;Nicotinamide adenine dinucleotide - reduced;Succinyl-CoA	C00011;C00004;C00091	b0116;b0726;b0727	P0A9P0;P0AFG6;P0AFG3	P0A9P0			176.4	4	NAD+;Dihydrolipoamide	Escherichia coli	P0A9P0	25.0	7.98	wildtype	sabio_rk	100.0	0.0	True
AKGDH	R08549	1.2.4.2	forward	2-Oxoglutarate;Coenzyme A;Nicotinamide adenine dinucleotide	C00026;C00010;C00003	CO2 CO2;Nicotinamide adenine dinucleotide - reduced;Succinyl-CoA	C00011;C00004;C00091	b0116;b0726;b0727	P0A9P0;P0AFG6;P0AFG3	P0AFG3			2.7	5	2-oxoglutarate	Escherichia coli		30.0	8.0	wildtype	brenda		0.0	True
PTAr	R00230	2.3.1.8	forward	Acetyl-CoA;Phosphate	C00024;C00009	Acetyl phosphate;Coenzyme A	C00227;C00010	b2297	P0A9M8	P0A9M8			227.0	4	acetyl phosphate	Escherichia coli	P0A9M8	30.0	8.0	wildtype	brenda	100.0	0.0	True
PTAr	R00230	2.3.1.8	reverse	Acetyl phosphate;Coenzyme A	C00227;C00010	Acetyl-CoA;Phosphate	C00024;C00009	b2297	P0A9M8	P0A9M8			227.0	0	acetyl phosphate	Escherichia coli	P0A9M8	30.0	8.0	wildtype	brenda	100.0	0.0	True
PTAr	R00230	2.3.1.8	forward	Acetyl-CoA;Phosphate	C00024;C00009	Acetyl phosphate;Coenzyme A	C00227;C00010	b2458	P77218	P77218			1500.0	6	phosphate	Methanosarcina thermophila		25.0	7.2		brenda		0.0	True
PTAr	R00230	2.3.1.8	reverse	Acetyl phosphate;Coenzyme A	C00227;C00010	Acetyl-CoA;Phosphate	C00024;C00009	b2458	P77218	P77218			5252.0	5	Coenzyme A;Acetyl phosphate	Methanosarcina thermophila	P38503	23.0	7.2	wildtype	sabio_rk	29.536679536679536	0.0	True
PYK	R00200	2.7.1.40	forward	ADP C10H12N5O10P2;H+;Phosphoenolpyruvate	C00008;C00080;C00074	ATP C10H12N5O13P3;Pyruvate	C00002;C00022	b1854	P21599	P21599			2540.0	5	Phosphoenolpyruvate;ADP	Corynebacterium glutamicum	Q46078	22.0	7.7	wildtype	sabio_rk	34.31786216596343	0.0	True
